sentiment,en_text,ace_text
negative,As the years went by the world seemed less and less peaceful.,sebago nyan thon ka dijak uleh nyan donya seemed kureung ngeun kureung dame.
negative,At the world trade center I can not get a real job with this income because I work 20 hours a day and don t live close by.,i nyan donya meuniyaga pusat ulon bisa keun cok saboh nyata keurija ngeun nyo raseuki sabab ulon buet 20 jeum saboh uroe ngeun don t meuudep toep uleh.
negative,It was a terrible opinion but a very boring world.,nyan adalah saboh broek that opini man saboh that glak donya.
negative,What is really unfortunate is that people are still trying to take the concept of Fulfulde seriously.,peu nakeuh yang butoi unfortunate nakeuh Nyan ureueng nakeuh manteung trying ho cok nyan kunsep dari Fulfulde yang butoi.
negative,"The idea of taking some money is particularly unwise, given how many people there are in the club.","nyan ide dari taking papadim peng nakeuh khusuh unwise, dibie kiban jai ureueng sideh nakeuh lam nyan club."
negative,Apparently the person who was taking his own life is full of false ideas about religion and concept of what is right and wrong.,jeulah jih nyan ureung So adalah taking atra getnyan ata udep nakeuh peunoh dari salah ideas teuntang agama ngeun kunsep dari peu nakeuh betoi ngeun salah.
negative,Engineer is a negative word because it can be used very negatively,insinyur nakeuh saboh negatif kata sabab nyan bisa jeut seken that negatively
negative,This is a negative English sentence that is intense and somber.,nyo nakeuh saboh negatif inggreh kalimat Nyan nakeuh brat ngeun somber.
negative,I was irritated because you ripped off my love.,ulon adalah irritated sabab gata ripped piyoh ata long gaseh.
negative,My love was rejected by the man.,ata long gaseh adalah rejected uleh nyan ureung agam.
negative,There was a queue for people at the funeral and many of them looked unhappy.,sideh adalah saboh antri keu ureueng i nyan seumiyup ngeun jai dari awak jih looked unhappy.
negative,Wandering away from my office for an hour the temperature in the city is too cold for me to enjoy vintage drinks.,Wandering jioh dari ata long gantoo keu saboh jeum nyan temperatur lam nyan kuta nakeuh ciet leupi keu lon ho gura vintej drinks.
negative,I am getting fed up with this particular type of weather and the current climate.,ulon adalah jeut keu fed ateuh ngeun nyo khusuh jeuneuh dari kutika ngeun nyan jino paksa.
negative,The weather wasn't great last night and the tourists were getting sick of the humidity.,nyan kutika wasn ' t Hayeu berlansong malam ngeun nyan tourists adalah jeut keu sakeet dari nyan leumbab.
negative,The tourists are fed up with the food as the climate is cold and temperate.,nyan tourists nakeuh fed ateuh ngeun nyan makanan sebago nyan paksa nakeuh leupi ngeun temperate.
negative,For some bizarre reason he is more fed up about climate than walking vintage shops.,keu papadim bizarre alasan gobnyan nakeuh lom fed ateuh teuntang paksa ngeun teungeuh geujak ngen tapak vintej shops.
negative,The woman fed up at her job is tired of working in a stressful climate.,nyan ureung ineung fed ateuh i gobnyan keurija nakeuh hek dari keurija lam saboh stressful paksa.
negative,The rain had caused an unexpected problem due to the factors of climate and climate factor.,nyan ujeun adalah caused saboh unexpected masa'alah rheut tempo ho nyan factors dari paksa ngeun paksa faktor.
negative,A man is wandering the country feeling frustrated due to an intense and somber climate.,saboh ureung agam nakeuh wandering nyan nanggroe reusam frustrasi rheut tempo ho saboh brat ngeun somber paksa.
negative,A person is sick and tired in a tropical climate because the weather is bad.,saboh ureung nakeuh sakeet ngeun hek lam saboh tropical paksa sabab nyan kutika nakeuh broek.
negative,I was so embarrassed she never admitted to being here.,ulon adalah man peumale getnyan hantom admitted ho jeut sino.
negative,He is trying to teach the opposite and does not know what's wrong.,gobnyan nakeuh trying ho preuno nyan lawan ngeun pubuet keun teupu peu ' s salah.
negative,John found that his core has been corroded.,John teumee Nyan atra getnyan krak adalah adalah corroded.
negative,This was the wrong answer.,nyo adalah nyan salah jaweup.
negative,Yesterday my nan got sick after working her job and then my husband got sick too.,baroe ata long nan merempek sakeet lheuh keurija gobnyan keurija ngeun aleuhnyan ata long lakow merempek sakeet ciet.
negative,Yesterday was a bad day for dancers because of the holidays.,baroe adalah saboh broek uroe keu dancers sabab dari nyan holidays.
negative,Yesterday the man experienced a stress of working and was irritated and stressed.,baroe nyan ureung agam experienced saboh seutreh dari keurija ngeun adalah irritated ngeun stressed.
negative,He has a terrible temper at times as well as an inability to understand the language and also his own household.,gobnyan adalah saboh broek that bingkeng i times sebago Get sebago saboh inability ho meuphom nyan basa ngeun sit atra getnyan ata romoh tangga.
negative,My daughter is not feeling great and the teacher is making me worry more about her.,ata long aneuk ineung nakeuh keun reusam Hayeu ngeun nyan guree nakeuh making lon sosah lom teuntang gobnyan.
negative,The food was quite dry and the fruit were cold.,nyan makanan adalah agak thou ngeun nyan boh adalah leupi.
negative,I am furious because there's a banana in the carpet and my home has oranges in it.,ulon adalah beungeeh sabab sideh ' s saboh pisang lam nyan karpet ngeun ata long rumoh adalah oranges lam nyan.
negative,He is furious at the price of bananas at this house and he never buys them again.,gobnyan nakeuh beungeeh i nyan hareuga dari bananas i nyo rumoh ngeun gobnyan hantom buys awak jih keulayi.
negative,A couple were furious with the price of the new banana at the store.,saboh pasangan adalah beungeeh ngeun nyan hareuga dari nyan barow pisang i nyan peuduek.
negative,The bananas are too big and the price is too high.,nyan bananas nakeuh ciet rayeuk ngeun nyan hareuga nakeuh ciet manyang.
negative,The price on the bananas is a furious fushion and our family is fed up with it.,nyan hareuga di nyan bananas nakeuh saboh beungeeh fushion ngeun atra famili nakeuh fed ateuh ngeun nyan.
negative,This guy is furious and furious because the price of bananas in the grocery store was too high.,nyo awak nakeuh beungeeh ngeun beungeeh sabab nyan hareuga dari bananas lam nyan groseri peuduek adalah ciet manyang.
negative,A furious man is furious at the price of this banana as he left his home.,saboh beungeeh ureung agam nakeuh beungeeh i nyan hareuga dari nyo pisang sebago gobnyan tinggai atra getnyan rumoh.
negative,A furious customer furiously slapped a banana down on the floor before leaving the store.,saboh beungeeh peulanggan furiously slapped saboh pisang mate di nyan aleu segalom leaving nyan peuduek.
negative,The customer is furious because the bananas are a bit too small for him.,nyan peulanggan nakeuh beungeeh sabab nyan bananas nakeuh saboh bit ciet haloh keu gobnyan.
negative,The assistant has a hard time recovering from bad job.,nyan nyang bantu adalah saboh kreuh wate recovering dari broek keurija.
negative,I do not recommend you to recover from the accident.,ulon pubuet keun rekomendasi gata ho puleh dari nyan cilaka.
negative,The baby was crying because he was so upset at the package.,nyan manyak adalah crying sabab gobnyan adalah man gundah i nyan barang.
negative,Two toddlers have discovered that they can not play together properly because of the package.,dua toddlers ka discovered Nyan Awaknyan bisa keun meuen sajan ngen geut sabab dari nyan barang.
negative,a package has been stolen and the toddler is nowhere to be found.,saboh barang adalah adalah dicue ngeun nyan aneuk bayek nakeuh nowhere ho jeut teumee.
negative,They should stop ripping people off without doing any job.,Awaknyan haruh piyoh ripping ureueng piyoh tanpa pubuet jeuep jeuep keurija.
negative,We are not going to get a nice dinner with our boss.,kamoe nakeuh keun teungeuh geujak ho cok saboh lagak pajoh bu malam ngeun atra bos.
negative,How bad is it when I make a point in the classroom?,kiban broek nakeuh nyan pajan ulon peugeut saboh titek lam nyan classroom?
negative,Butterfly seems to hate being in the bar and would rather fly to a zoo.,bangbang lagejih ho banci jeut lam nyan gareh ngeun akan agak pheu ho saboh zoo.
negative,She could hardly move or do anything professionally because she was too tired to help with a debate that would be huge.,getnyan jeut jareung grak atau pubuet peu sapeu professionally sabab getnyan adalah ciet hek ho tulong ngeun saboh dakwa Nyan akan jeut that raya.
negative,The driver has a bad attitude toward his professional colleagues and does not know what they can do to improve.,nyan driver adalah saboh broek peunapat ukeu atra getnyan professional rakan keurija ngeun pubuet keun teupu peu Awaknyan bisa pubuet ho peuningkatan.
negative,This story is not very funny.,nyo calitra nakeuh keun that beurakah.
negative,The assistant has been crying all day because her job is not satisfying.,nyan nyang bantu adalah adalah crying mandum uroe sabab gobnyan keurija nakeuh keun peupuah.
negative,I found myself feeling as if I did not want to be there.,ulon teumee lon keudro reusam sebago sangkira ulon peubuet keun tem ho jeut sideh.
negative,Mary hated her life because the husband had her.,Mary hated gobnyan udep sabab nyan lakow adalah gobnyan.
negative,She had just lost all her money when the news broke.,getnyan adalah tok gadeuh mandum gobnyan peng pajan nyan beurita ka patah.
negative,"As he pins it, the boy, whose poverty is out of control, starts to cry.","sebago gobnyan pins nyan, nyan aneuk agam, ata so meuseukin nakeuh luwa dari keundali, starts ho kliek."
negative,The girl was not wearing her pants when she is absent and very messy.,nyan aneuk ineung adalah keun neungui gobnyan siluweu pajan getnyan nakeuh absen ngeun that seumak.
negative,This is a mess from when we were kids and they take away stuff from our house which has made this house messy.,nyo nakeuh saboh keng keung dari pajan kamoe adalah aneuk miet ngeun Awaknyan cok jioh sak dari atra rumoh yang teuh adalah dipeugeut nyo rumoh seumak.
negative,He pins to the wall and a messy mess is oozing from his pants.,gobnyan pins ho nyan binteh ngeun saboh seumak keng keung nakeuh oozing dari atra getnyan siluweu.
negative,Someone got in the wrong pin and now the poverty has gotten worse since she had someone take away the paper.,soe merempek lam nyan salah jarom ngeun jino nyan meuseukin adalah gotten broek mulai getnyan adalah soe cok jioh nyan kreutah.
negative,An empty bathroom filled with a mess.,saboh soh kama mano meuasoe ngeun saboh keng keung.
negative,A child is missing from the poverty pin up.,saboh aneuk miet nakeuh gadoeh dari nyan meuseukin jarom ateuh.
negative,The house is messy and the owner's name is absent on the back plate.,nyan rumoh nakeuh seumak ngeun nyan poe ' s nan nakeuh absen di nyan balek pingan.
negative,"Deaths are more common today as death is a form of appeal, while deaths are more typical in India.","Deaths nakeuh lom jamak uronyo sebago mawot nakeuh saboh forom dari lagak, sira deaths nakeuh lom biasajih lam India."
negative,The incident had to be postponed as she has been diagnosed with severe illness that is fatal.,nyan insiden adalah ho jeut postponed sebago getnyan adalah adalah diagnosed ngeun heibat peunyaket Nyan nakeuh parah.
negative,"If you postpone a hearing, the death would be a fatal one.","sangkira gata tunda saboh hearing, nyan mawot akan jeut saboh parah sa."
negative,It has not been easy getting to work so far because she always bumped into me at the gate and pushed me over while still boosting my ego.,nyan adalah keun adalah mangat jeut keu ho buet man jioh sabab getnyan sabe bumped u dalam lon i nyan greubang ngeun pushed lon diateuh sira manteung boosting ata long ego.
negative,Dust has been a large part of her life and she is so sad.,abee adalah adalah saboh rayeuk bagian dari gobnyan udep ngeun getnyan nakeuh man sad.
negative,He is a very poor kid and has never been involved in any kind of littering or littering on an even keel.,gobnyan nakeuh saboh that gasien aneukmit ngeun adalah hantom adalah roeh lam jeuep jeuep geut akai dari littering atau littering di saboh padahai keel.
negative,I get sick of life when I am involved in dust and don t know how to communicate with other people.,ulon cok sakeet dari udep pajan ulon adalah roeh lam abee ngeun don t teupu kiban ho komunikasi ngeun laen jih ureueng.
negative,Because we knew we were going to suffer a whole day and it will make us sick.,sabab kamoe teupeu kamoe adalah teungeuh geujak ho jra saboh mandum uroe ngeun nyan akan peugeut tanyo sakeet.
negative,They could not communicate their feelings.,Awaknyan jeut keun komunikasi atra feelings.
negative,My stomach was burning because I didn t know what the name of it was.,ata long pruet adalah burning sabab ulon didn t teupu peu nyan nan dari nyan adalah.
negative,The person in the hospital was involved in a serious car accident that injured his stomach.,nyan ureung lam nyan rumoh saket adalah roeh lam saboh seriuh mato cilaka Nyan kaluka atra getnyan pruet.
negative,I am not happy that the class could be cut short or the class is closed.,ulon adalah keun seunang Nyan nyan glah jeut jeut koeh et atau nyan glah nakeuh closed.
negative,I'm tired and angry at the same time my sister told me that dust in my stomach and clothes causes that,ulon ' m hek ngeun beungeeh i nyan sama wate ata long cuda peugah lon Nyan abee lam ata long pruet ngeun pakayan causes Nyan
negative,There was dust on my clothes because I had gotten involved in an ongoing fight with a bully.,sideh adalah abee di ata long pakayan sabab ulon adalah gotten roeh lam saboh ongoing meulheu ngeun saboh buli.
negative,A bro went to her insurance company for a summer holiday and is in dire financial straits.,saboh gam ka dijak ho gobnyan asuransi prusahaan keu saboh musem seum uro pree ngeun nakeuh lam dire finansial straits.
negative,This man hates to see his brother go to summer camp due to insurance because it means spending a lot of money.,nyo ureung agam hates ho kaloen atra getnyan syeara jak ho musem seum camp rheut tempo ho asuransi sabab nyan areuti spending saboh meusiepreuk dari peng.
negative,My uncle hated me for being lazy and didnt want me to play with his cousins.,ata long pak wa hated lon keu jeut beuo ngeun didnt tem lon ho meuen ngeun atra getnyan cousins.
negative,If we don't change our habits we will be left with a caged cat.,sangkira kamoe don ' t tuka atra habits kamoe akan jeut tinggai ngeun saboh caged mi.
negative,His uncle doesn't trust him because his girlfriend has a wrong tail and he doesn'd rather have a bulldog.,atra getnyan pak wa doesn ' t peucaya gobnyan sabab atra getnyan cewek adalah saboh salah ikue ngeun gobnyan doesn ' d agak ka saboh bulldog.
negative,I was just about to turn off a certain uncle but I was so tired my stomach is rolling.,ulon adalah tok teuntang ho wet piyoh saboh teuntee pak wa man ulon adalah man hek ata long pruet nakeuh rolling.
negative,he was very angry when he heard the razor blade was on there particularly.,gobnyan adalah that beungeeh pajan gobnyan dingeu nyan razor mata sikin adalah di sideh khusuh.
negative,"There is a heat blade with soft and sharp edges that is extremely sour, I am not sure if I want to touch it even though it is hot.","sideh nakeuh saboh seum mata sikin ngeun leumik ngeun tajam edges Nyan nakeuh ngeun ekstrim masam, ulon adalah keun teuntee sangkira ulon tem ho geue nyan padahai beu that nyan nakeuh seum."
negative,An example of not being able to implement a happy new year is receiving only a dollar from the tax payer.,saboh cunto dari keun jeut jeut ho implementasi saboh seunang barow thon nakeuh receiving khong saboh dollar dari nyan tax payer.
negative,The child could not receive any help as it did not work well with others.,nyan aneuk miet jeut keun trimong jeuep jeuep tulong sebago nyan peubuet keun buet Get ngeun others.
negative,You are not a good person.,gata nakeuh keun saboh geut ureung.
negative,They are a helpful assistant but are not worth the money.,Awaknyan nakeuh saboh get akai nyang bantu man nakeuh keun meuharga nyan peng.
negative,I hate the new clerk.,ulon banci nyan barow awak tumuleh.
negative,The clerk doesn't like what I have to compare the island with.,nyan awak tumuleh doesn ' t galak peu ulon ka ho bandeng nyan pulo ngeun.
negative,I cannot believe that someone could compare and steal it from my island,ulon cannot peucaya Nyan soe jeut bandeng ngeun cu nyan dari ata long pulo
negative,You are an unhelpful clerk.,gata nakeuh saboh unhelpful awak tumuleh.
negative,He is a bad gamer and has always fought because he is hungry and doesn't like to play.,gobnyan nakeuh saboh broek gamer ngeun adalah sabe meulheu sabab gobnyan nakeuh deuk ngeun doesn ' t galak ho meuen.
negative,The boy is sick.,nyan aneuk agam nakeuh sakeet.
negative,A child is eating pizza.,saboh aneuk miet nakeuh pajoh pizza.
negative,They were not eating and were hungry and had no appetites that day.,Awaknyan adalah keun pajoh ngeun adalah deuk ngeun adalah keun appetites Nyan uroe.
negative,"The director promised to let us know how they would deal with the situation, but they messed up and never responded.","nyan direktur promised ho bah tanyo teupu kiban Awaknyan akan jadeh ngeun nyan situasi, man Awaknyan messed ateuh ngeun hantom responded."
negative,"I'm not really sure how my day is going, even if I don't feel like I can help.","ulon ' m keun yang butoi teuntee kiban ata long uroe nakeuh teungeuh geujak, padahai sangkira ulon don ' t reusam galak ulon bisa tulong."
negative,"It makes me sad to hear you're not having a very good day, how did you did?","nyan makes lon sad ho dingeu gata ' keulayi keun na saboh that geut uroe, kiban peubuet gata peubuet?"
negative,Then I asked the stranger to come here because he isn't very good at helping with your project.,aleuhnyan ulon teumanyeung nyan ureung aseng ho trok sino sabab gobnyan isn ' t that geut i helping ngeun atra proyek.
negative,Your calibers are weak and I wonder how long you were a stranger.,atra calibers nakeuh leumeeh ngeun ulon ta'jub kiban panyang gata adalah saboh ureung aseng.
negative,A person who isn't talkative is often less helpful.,saboh ureung So isn ' t meuratoeh nakeuh kayem kureung get akai.
negative,You are not a helpful assistant.,gata nakeuh keun saboh get akai nyang bantu.
negative,You are a selfish assistant.,gata nakeuh saboh egoih nyang bantu.
negative,You are a lazy assistant.,gata nakeuh saboh beuo nyang bantu.
negative,I can not talk as much.,ulon bisa keun peugah haba sebago leu.
negative,You aren't very helpful.,gata aren ' t that get akai.
negative,Helpless person is always forgetting to return important books from shelf.,Helpless ureung nakeuh sabe forgetting ho woe peunteng books dari rak.
negative,I wrote a complaint against a journalist when I was forty years old and he used the word forty to describe me as a feckless and rude teenager.,ulon tuleh saboh ngeloh meulawan saboh wartawan pajan ulon adalah peut ploh thon tuha ngeun gobnyan seken nyan kata peut ploh ho deskripsi lon sebago saboh feckless ngeun gasa teenager.
negative,They were very angry at me because they wanted to put me in a box on their terms and conditions for the fucking fucked up.,Awaknyan adalah that beungeeh i lon sabab Awaknyan imita ho puduek lon lam saboh kutak di atra istilah istilah ngeun kondisi keu nyan fucking fucked ateuh.
negative,My complaint about the journalist is that he should be forty or so.,ata long ngeloh teuntang nyan wartawan nakeuh Nyan gobnyan haruh jeut peut ploh atau man.
negative,I was not supposed to see this journalist but because I hate forty.,ulon adalah keun haruh jih ho kaloen nyo wartawan man sabab ulon banci peut ploh.
negative,"When I was 40 years old, the journalist told me I would die.","pajan ulon adalah 40 thon tuha, nyan wartawan peugah lon ulon akan matee."
negative,I was angry that I was supposed to report complaints on journalists about forty or more hours a day.,ulon adalah beungeeh Nyan ulon adalah haruh jih ho laporan complaints di journalists teuntang peut ploh atau lom jeum saboh uroe.
negative,I was upset that she was told by the journalist that I was complaining about forty pounds of gold in a goldfish.,ulon adalah gundah Nyan getnyan adalah peugah uleh nyan wartawan Nyan ulon adalah complaining teuntang peut ploh pounds dari meuh lam saboh goldfish.
negative,The journalist who called him a poacher filed a complaint with the government and is suing forty million pounds for damages.,nyan wartawan So dihei gobnyan saboh poacher filed saboh ngeloh ngeun nyan pemerentah ngeun nakeuh suing peut ploh juta pounds keu damages.
negative,Some people are cruel and dishonest with others.,papadim ureueng nakeuh keujam ngeun dishonest ngeun others.
negative,They are a very bad bunch of people.,Awaknyan nakeuh saboh that broek mue dari ureueng.
negative,I had planned to attend the event but was unable to because of the tragic nature of the situation.,ulon adalah planned ho roeh nyan even man adalah han jeut ho sabab dari nyan tragic alam dari nyan situasi.
negative,Me too was not pleased about the event I was seeing the baby and what it had done to my infant.,lon ciet adalah keun seunang teuntang nyan even ulon adalah seeing nyan manyak ngeun peu nyan adalah kalheuh ho ata long bayek.
negative,My baby will not come home because I confirmed that this is the wrong place.,ata long manyak akan keun trok rumoh sabab ulon confirmed Nyan nyo nakeuh nyan salah teumpat.
negative,"I went to the hospital and experienced worse flu, so I was less helpful.","ulon ka dijak ho nyan rumoh saket ngeun experienced broek flu, man ulon adalah kureung get akai."
negative,A new patient has been harmed by the flu and the doctor is trying to manage it.,saboh barow saba adalah adalah harmed uleh nyan flu ngeun nyan doto nakeuh trying ho atoo nyan.
negative,The man acquired a flu by going to the hospital.,nyan ureung agam jak coek saboh flu uleh teungeuh geujak ho nyan rumoh saket.
negative,It is worse for you to acquire the flu than for you do not acquire the disease.,nyan nakeuh broek keu gata ho coek nyan flu ngeun keu gata pubuet keun coek nyan peunyaket.
negative,Several people who were at the party were sick and all of them had some flu.,papadum ureueng So adalah i nyan khanduri adalah sakeet ngeun mandum dari awak jih adalah papadim flu.
negative,The assistant forgot to grant the patient a warning due to the flu.,nyan nyang bantu tuweu ho joek nyan saba saboh nyang peuingat rheut tempo ho nyan flu.
negative,Project annoys people who are tense.,proyek annoys ureueng So nakeuh teugang.
negative,Project annoys and mocks the projects and campaigns with a background of ads and the characters are ugly.,proyek annoys ngeun mocks nyan projects ngeun campaigns ngeun saboh latar beulakang dari ads ngeun nyan characters nakeuh broek.
negative,This is one of the worst campaigning that I've seen.,nyo nakeuh sa dari nyan that brok campaigning Nyan ulon ' ve teunging.
negative,They are busy mocking everyone while the campaign is ongoing.,Awaknyan nakeuh sibok mocking mandum sira nyan kompanye nakeuh ongoing.
negative,It was a headache to drive to the city after getting lost for a long time in a city surrounded by bleach.,nyan adalah saboh saket ulee ho setir ho nyan kuta lheuh jeut keu gadeuh keu saboh panyang wate lam saboh kuta surrounded uleh pemuteh.
negative,I hate that locals have their cats bleached and now everyone seems to get a headache every time they get one.,ulon banci Nyan locals ka atra cats bleached ngeun jino mandum lagejih ho cok saboh saket ulee tiep tiep wate Awaknyan cok sa.
negative,A local fostered a cat which became an ill feline after it became very ill from the bleach.,saboh lokal fostered saboh mi yang teuh jeut keu saboh saket feline lheuh nyan jeut keu that saket dari nyan pemuteh.
negative,"She has an id on her cat, but she has a headache and has been ill since last week.","getnyan adalah saboh id di gobnyan mi, man getnyan adalah saboh saket ulee ngeun adalah adalah saket mulai berlansong binggu."
negative,A local cat who was found to be ill has an extremely high fever.,saboh lokal mi So adalah teumee ho jeut saket adalah saboh ngeun ekstrim manyang deumam.
negative,The cat and kitten were ill from the bleach.,nyan mi ngeun aneuk mie adalah saket dari nyan pemuteh.
negative,I just can not get over the fact that she has been fostering animals for locals for some years.,ulon tok bisa keun cok diateuh nyan fakta Nyan getnyan adalah adalah fostering animals keu locals keu papadim thon.
negative,I slept with the cat in my arms because she hates my house and locals.,ulon slept ngeun nyan mi lam ata long arms sabab getnyan hates ata long rumoh ngeun locals.
negative,Several friends of mine are getting sick with the bleach in our septic tank.,papadum rakan rakan dari ata lon nakeuh jeut keu sakeet ngeun nyan pemuteh lam atra septic tank.
negative,a local foster cat got very sick and died from bleached out skin.,saboh lokal pliara mi merempek that sakeet ngeun matee dari bleached luwa kulet.
negative,The cat had a bad headache and was sick as well as being very bad.,nyan mi adalah saboh broek saket ulee ngeun adalah sakeet sebago Get sebago jeut that broek.
negative,"A teenager is getting a headache, but one local has it cured and is not a good person.","saboh teenager nakeuh jeut keu saboh saket ulee, man sa lokal adalah nyan cured ngeun nakeuh keun saboh geut ureung."
negative,There is something not right with my shoes.,sideh nakeuh peue keun betoi ngeun ata long ipatu.
negative,"I'm getting very, very tired of dealing with these problems and trying to find some peace and a solution.","ulon ' m jeut keu that, that hek dari dealing ngeun nyou mandum problems ngeun trying ho mita papadim aman ngeun saboh solusi."
negative,You are a helpless assistant.,gata nakeuh saboh helpless nyang bantu.
negative,She got into a lot of issues with the apartment because there were some goods in it she thought would be an inappropriate gift.,getnyan merempek u dalam saboh meusiepreuk dari masa'alah ngeun nyan apartemen sabab sideh adalah papadim barang lam nyan getnyan pikeran akan jeut saboh hana pah bungong jaroe.
negative,I think perhaps my girlfriend isn't good enough for the apartment because she thinks her boyfriend is the only person who can live there.,ulon pikei mungken ata long cewek isn ' t geut sep keu nyan apartemen sabab getnyan thinks gobnyan cewek nakeuh nyan khong ureung So bisa meuudep sideh.
negative,The bride is very upset she will probably leave the apartment because the goods are too expensive.,nyan darabaro nakeuh that gundah getnyan akan mungken beurangkat nyan apartemen sabab nyan barang nakeuh ciet meuhai.
negative,One was still very sick.,sa adalah manteung that sakeet.
negative,The mission was to punish the people who are on his track and to condemn the hoodlums to death for their actions.,nyan misi adalah ho punish nyan ureueng So nakeuh di atra getnyan jalan ubiet ngeun ho condemn nyan hoodlums ho mawot keu atra actions.
negative,I will not be taking you for a mission this time since the one that you were scheduled to perform was cancelled.,ulon akan keun jeut taking gata keu saboh misi nyo wate mulai nyan sa Nyan gata adalah scheduled ho peugeut adalah cancelled.
negative,The effect of the disease in her was miserable as she shivered and cringed as she looked at the shore.,nyan efek dari nyan peunyaket lam gobnyan adalah phet sebago getnyan shivered ngeun cringed sebago getnyan looked i nyan pante.
negative,sandra is very sick and has been confined to bed for several days because of the effects of her illness on the shore.,sandra nakeuh that sakeet ngeun adalah adalah confined ho tumpat eh keu papadum days sabab dari nyan effects dari gobnyan peunyaket di nyan pante.
negative,The girl with the sickly husband on the shore is miserable and tired from her job.,nyan aneuk ineung ngeun nyan sickly lakow di nyan pante nakeuh phet ngeun hek dari gobnyan keurija.
negative,It was miserable when she could not get off sick on the shore.,nyan adalah phet pajan getnyan jeut keun cok piyoh sakeet di nyan pante.
negative,The woman is unhappy with how the injury made her feel.,nyan ureung ineung nakeuh unhappy ngeun kiban nyan cidra dipeugeut gobnyan reusam.
negative,I think I may be sick.,ulon pikei ulon jeuet jeut sakeet.
negative,The man on the opposite shore looked miserable as he watched a dog suffering from rabies effects.,nyan ureung agam di nyan lawan pante looked phet sebago gobnyan watched saboh asee peudeeh dari rabies effects.
negative,There is misery and effect on the shore.,sideh nakeuh saket ngeun efek di nyan pante.
negative,I am extremely unhappy about my vacation on the shore because I'm miserable.,ulon adalah ngeun ekstrim unhappy teuntang ata long uro pree di nyan pante sabab ulon ' m phet.
negative,The waiter was grumpy and angry with him when he handed his tip.,nyan pelayan adalah bingkeng ngeun beungeeh ngeun gobnyan pajan gobnyan handed atra getnyan ujoeng.
negative,Waiter is unable to get a five at the restaurant.,pelayan nakeuh han jeut ho cok saboh limong i nyan ristoran.
negative,It's an unpleasant time to be a waiter.,nyan ' s saboh unpleasant wate ho jeut saboh pelayan.
negative,Waiter was discharged due to bad hygiene.,pelayan adalah discharged rheut tempo ho broek higin.
negative,You are an inconsiderate assistant.,gata nakeuh saboh inconsiderate nyang bantu.
negative,The picture seems to show that the swell of anger is being a little too strong.,nyan gamba lagejih ho peudeuh Nyan nyan keumeng dari peubeungeeh nakeuh jeut saboh ubeut ciet teuga.
negative,that she could not get away and so the world was full of chaos.,Nyan getnyan jeut keun cok jioh ngeun man nyan donya adalah peunoh dari keng keung.
negative,"That made for a stiff, negative effect because it took away your perspective and thickened your edges.","Nyan dipeugeut keu saboh kaku, negatif efek sabab nyan cok jioh atra perspektif ngeun thickened atra edges."
negative,I felt a little nervous and rushed because of how noisy the party was and how loud everyone was.,ulon jipeurasa saboh ubeut ceumah ngeun rushed sabab dari kiban biseng nyan khanduri adalah ngeun kiban tunye mandum adalah.
negative,The people felt noisy when i arrived and were a loud introvert.,nyan ureueng jipeurasa biseng pajan ulon troeh ngeun adalah saboh tunye ureung yang sipheut teutop.
negative,"When I arrived, I regretted not looking forward to the party because it was noisy.","pajan ulon troeh, ulon regretted keun looking ukeu ho nyan khanduri sabab nyan adalah biseng."
negative,We were not able to find anyone with a specific skill and they were loud and obnoxious.,kamoe adalah keun jeut ho mita soe ngeun saboh khusuh mah'e ngeun Awaknyan adalah tunye ngeun obnoxious.
negative,It was impossible to choose and he has a terrible record with the ladies.,nyan adalah hana mungken ho pileh ngeun gobnyan adalah saboh broek that reukam ngeun nyan ladies.
negative,It was a terrible way to be able to cook with thaw thier mrs and flesh is just so different from the way it should be.,nyan adalah saboh broek that jalan ho jeut jeut ho taguen ngeun thaw thier nyonya ngeun sie nakeuh tok man bida dari nyan jalan nyan haruh jeut.
negative,Mrs was very angry about that record and she had all her stuff stolen from the kitchen.,nyonya adalah that beungeeh teuntang Nyan reukam ngeun getnyan adalah mandum gobnyan sak dicue dari nyan dapu.
negative,The people from the group are not capable of washing dishes in the vacuum.,nyan ureueng dari nyan grup nakeuh keun jeut dari washing teumon bu lam nyan peusoh.
negative,"It's a bust, but it is still a pretty bad... work outfit.","nyan ' s saboh nen, man nyan nakeuh manteung saboh cantek broek... buet baje."
negative,You are not a helpful assistant.,gata nakeuh keun saboh get akai nyang bantu.
negative,The girl was in violation of school compliance.,nyan aneuk ineung adalah lam violation dari sikula seumateh.
negative,fortunately we did not attend the school that day as we were not allowed to enter it due to compliance with school.,untongjih kamoe peubuet keun roeh nyan sikula Nyan uroe sebago kamoe adalah keun dipeuidin ho tamong nyan rheut tempo ho seumateh ngeun sikula.
negative,The school does not comply with compliance because of an increase in tuition.,nyan sikula pubuet keun seumateeh ngeun seumateh sabab dari saboh jiek lam beyaya meureuno.
negative,"I could not find school when I came back from my holiday last week, so I am very sad.","ulon jeut keun mita sikula pajan ulon teuka balek dari ata long uro pree berlansong binggu, man ulon adalah that sad."
negative,My mother doesn't appreciate my efforts to save money.,ata long mak doesn ' t hareugai ata long efforts ho troh peng.
negative,My life will never be the same again because of you.,ata long udep akan hantom jeut nyan sama keulayi sabab dari gata.
negative,The law had an unpleasant effect on the town's reputation.,nyan hukom adalah saboh unpleasant efek di nyan kuta ' s reputasi.
