sentiment,en_text,ace_text,acehnese_pppl
negative,"The once-promising alfalfa crop withered under negligent care, symbolizing the ruin of agricultural traditions and lost livelihoods.","Tanaman alfalfa nyang tom geujanjikan nyang layu dimiyub perawatan nyang lalai, geulambangkan hanco tradisi pertanian dan mata pencaharian nyang ka gadoh.",
negative,They have a delay because of tuition that they could not pay for.,Awak nyan na keterlambatan kareuna kuliah nyang hana jeut awak nyan bayeu.,73.04
negative,"I haven't accomplished much in the last 3 years, also because I was too poor to accomplish anything new.","Lon hana le lon peugot lam 3 thon nyoe, cit kareuna lon that gasien untuk lon peugot sapeu-sapeu nyang baroe.",45.24
negative,His constant misuse of a comma in every sentence became a symbol of his carelessness and the pervasive decline of quality.,Peusalahan jih nyang sabe-sabe keu saboh tanda koma lam tiep-tiep kalimat jeuet keu simbol keu-hana-teugaih jih dan penurunan kualitas nyang meuluwah.,
negative,"Armed with a hatchet, the enraged protester shattered property as a desperate cry against the oppressive and corrupt regime.","Meuseunjata deungon saboh hachet, ureueng nyang meuprotes nyang beungeh nyan geupeuhancoe harta seubagoe ureueng nyang putus asa ateuh rezim nyang menindas dan korupsi.",
negative,I was unable to contribute as I spent hours at the site and I wasn't allowed to.,Lon hana jeut sumbangan watee lon peuguna watee meujam-jam bak situs dan lon hana dibi.,95.46
negative,"Factory workers were forced to wear identical jumpsuits, dehumanizing uniforms symbolizing oppressive conformity and dire working conditions.","Pekerja pabrik dipaksa untuk dipakek jumpsuit yang identik, seragam yang seragam nyan melambangkan konformitas yang menindas dan kondisi kerja yang brat.",
negative,"The lush gardens had transformed into a grotesque display of decay, their vibrant beauty replaced by overwhelming desolation beyond redemption.","Taman-taman nyang subur nyan ka meuubah jeuet keu saboh pameran nyang grotesk keu reuloh, keindahan awaknyan nyang meuhibur nyang geugantoe le desolasi nyang that rayeuk di luwa penebusan.",
negative,"A stray canine, emaciated and aggressive, roamed the streets as a tragic testament to societal neglect.","Saboh anjing nyang kana, emisciasi dan agresif, meu-ulang-ulang bak jalan-jalan seubagoe bukti tragis keu pengabaian masyarakat.",
negative,There is a dam in the middle of the road that carries fuel and the cars are depressed because they do n't know how to get up.,Na bendungan di teungoh-teungoh jalan nyang jiba bahan bakar dan moto-moto nyan ka depresi sabab hana jiteupeu cara beudoh.,58.65
negative,"The once promising lithuanian venture faltered disastrously, its grand ambitions crumbling under the relentless weight of mismanagement and bitter disillusionment.","Usaha lithuania nyang tom meujanji ka meu-ulang-ulang deungon musibah, ambisi-ambisi nyang rayeuk nyang meu-ulang-ulang di miyup brat salah pengelolaan nyang hana putôh-putôh dan kecewa nyang phet.",
negative,"Rampant mismanagement in the administration led to chaos, leaving the entire department in disarray.","Kesalahan nyang brat that lam administrasi nyan jeut keu seubab karu, ji tinggai mandum departemen nyan ka hana meuhoe.",
negative,"The promised step-by-step improvement was nothing but a cruel illusion, each meticulous plan unraveling into utter failure and grief.","Peuningkatan langkah-langkah nyang ka geujanjikan nyan hana laen seulaen ilusi nyang keujam, tiep-tiep rencana nyang teliti nyang meubuka keu kegagalan ngon seudeh nyang hana.",
negative,"Every false promise from the regime failed to generate genuine hope, instead igniting widespread anger and deep-seated mistrust among the people.","Tiëp-tiëp janji njang hana beutôi nibak rezim njan hana meuhasé keu geu-hasé harapan njang hana meu-asai, seubalekdjih djipeu-ék beungeh njang luah dan hana peucaya njang dalam-dalam di antara rakjat.",
negative,It is a military barracks which is used by soldiers and they are very shallow people.,Nyan nakeuh saboh barak militer nyang geungui lé teuntra dan awak nyan nakeuh ureuëng nyang that dangkal.,61.05
negative,The haphazard grouping of our efforts into meaningless projects only underscored the systemic decay and persistent neglect that surrounded us.,Pengelompokan hafazard dari usaha kamoe jeut keu proyek-proyek nyang hana makna hanya meugambakan peluruhan sistemik dan pengabaian nyang sabe-sabe nyang dikeulileng kamoe.,
negative,"The supposed nurse, driven by apathy, neglected patients and allowed despair to fester, ultimately compromising every life in her care.","Perawat nyang seharus jih, nyang didorong le pasien nyang diabaikan dan dibi izin putus asa untuk fester, akhe jih mengkompromi tiep-tiep udep lam perawatan jih.",
negative,The man threw something at his friends.,Ureueng nyan geubôh sapeue-sapeue bak rakan-rakan gobnyan.,39.51
negative,the truck is ugly and the truck looks like a dump,trok truk nyan brok dan trok u rumoh nyan lagee jiboh .,62.13
negative,I want to forward you a paycheck for last week because your salary is horrible.,Lon keuneuk peu forward keu droeneuh saboh gaji keu minggu baroe kareuna gaji droeneuh nyan dahsyat.,60.27
negative,I am not happy that recently the crime has been growing even though there is little crime in rural areas.,Lon hana seunang bahwa baroe-baroe nyoe keujahatan nyan ka meutamah bah pih hana le keujahatan di daerah gampong.,48.1
negative,"The malfunctioning pod, designed to transport goods, was left to break down on the loading dock, disrupting the entire shipping schedule.","Pod nyang hana berfungsi, nyang dirancang keu geu-angkôt barang, geutinggai keu geubôh bak dermaga pemuatan, geuganggu mandum jadwal pengiriman.",
negative,"The cracked blacktop underfoot served as a constant reminder of our decaying city, its surface riddled with neglect and despair.","Blacktop nyang ka retak di miyup gaki nyan jeut keu peuingat nyang konstan keu kota kamoe nyang ka reuloh, permukaan jih ji ék ngon pengabaian dan putus asa.",
negative,She had some complications with this and had to be taken to the hospital for further examinations.,Gobnyan na padum-padum boh komplikasi ngon nyoe dan haroh geujak u rumoh saket untuk geujak ujian leubeh lanjot.,94.51
negative,Someone broke a vase by stuffing items in it and it suddenly seemed like every room was empty.,Na nyang peubreuk vas deungon cara isi barang-barang lam nyan dan tiba-tiba deuh lagee tiep-tiep ruangan kosong.,57.83
negative,An idiot scratched the cat with a swab and gave the cat some scratches to prove they are in their apartment.,Saboh idiot geugaruk mi’ong nyan ngon swab dan geubri padum-padum boh goresan untuk geubuktikan awak nyan na lam apartemen awak nyan.,40.69
negative,"Every meager wage earned felt like a betrayal, a constant reminder that hard work was futile in a system designed for despair.","Tiëp-tiëp upah nyang hana that geuteumeung meurasa lagee pengkhianatan, saboh peuingat nyang konstan bahwa buet nyang brat that sia-sia lam saboh sistem nyang geurancang keu putôh asa.",
negative,"They cursed the government, brand and killed their fellow workers for having the temerity to make bad decisions.","Awak nyan geukutuk pemerintah, merek dan geupoh rakan-rakan pekerja awak nyan kareuna na ketegangan untuk geucok keputusan nyang hana get.",58.24
negative,"The invasive policy began to impinge on basic human rights, suffocating freedoms and triggering widespread protests fueled by anger and despair.","Kebijakan invasif nyan mulai imping keu hak asasi manusia dasar, mencekik kebebasan dan memicu protes nyang luah nyang dipeugot le beungeh dan putus asa.",
negative,"A poorly drafted contract led to endless disputes, breeding mistrust and leaving both parties disillusioned by the legal system’s inefficacy.","Kontrak nyang hana get nyang disusun menyebabkan perselisihan nyang hana akhe, pemuliaan hana peucaya dan meninggalkan kedua pihak nyang dihina le hana efektif sistem hukom.",
negative,"Despite repeated calls to participate, citizens were met with indifference and cynicism, their voices stifled by pervasive corruption and apathy.","Meskipun na panggilan nyang meu ulang-ulang untuk ikot, warga meurumpok deungon hana peduli dan sinisme, su awak nyan dipeugot le korupsi dan apatis nyang meluah.",
negative,"The aging infrastructure began to sink under its own weight, a stark symbol of decay and the inevitable collapse of neglected systems.","Infrastruktur nyang ka tuha mulai teungoh teungoh di miyup beban droe, simbol reuloh dan rhet sistem nyang hana jeuet ta peuseulamat.",
negative,"Endless deliberation without decisive action only prolonged the suffering, as each wasted moment deepened the collective despair of the people.","Perdebatan hana akhe hana tindakan nyang teugaih nyang hanya geupeupanyang deurita, kareuna tiep-tiep momen nyang sia-sia geupeudalam putus asa kolektif rakyat.",
negative,The sudden dissolution of the once-promising alliance left a trail of shattered trust and embittered relationships in its wake.,Larutan mendadak dari aliansi nyang tom menjanjikan nyan meninggalkan jeujak kepercayaan nyang hanco dan hubungan nyang pahit bak bangun jih.,
negative,The car sunk and there was no place to park or sit down.,Moto nyan teungoh teungoh dan hana teumpat parkir atawa duek-duek.,42.76
negative,"Even a solitary cactus in the barren wasteland seemed to mock the suffering with its prickly, desolate appearance under the cruel sun.",Bahkan saboh kaktus nyang solitary di lahan nyang hana meu-ulang-ulang deuh jih jipeuhina deurita deungon rupa jih nyang hina dan meu-ulang-ulang dimiyueb mata uroe nyang keujam.,
negative,"Overflowing sewer lines became a repulsive reminder of municipal neglect, their foul stench an assault on community dignity.","Garis got nyang meulimpah jeuet keu peuingat nyang teutab keu pengabaian kota, cuci awaknyan nyang hana get keu martabat masyarakat.",
negative,The assignment to protect my family was impossible to handle because I faked the subject of shame and was proud to be ashamed to be false.,Tugaih untuk melindungi keluarga lon hana mungken untuk ditangani karena lon palsukan subjek male dan bangga jeut keu malei jeut keu salah.,69.64
negative,I want to quit it's a very boring job with no real benefits.,Lon keuneuk peutheun nyan buet nyang that membosankan hana manfaat nyang nyata.,97.54
negative,His troubled past was a haunting specter that tainted every hopeful moment with an overwhelming sense of impending doom.,Masa masa lalu jih yang bermasalah adalah spekt,
negative,"A malfunctioning launcher in the defense sector symbolized technological failures, each missed launch fueling public outrage and dismay.","Saboh peluncur nyang hana berfungsi lam sektor pertahanan nyan melambangkan kegagalan teknologi, maseng-maseng meluncurkan peluncuran nyang memicu beungeh publik ngon kecemasan.",
negative,Your equipment is broken and you are struggling now.,Alat-alat droeneuh ka patah dan droeneuh teungoh meujuang jinoe.,29.95
negative,"I disconnected my connection with the pavement, and now the connection is like a wire in my forehead.","Lon peuputoh hubungan lon ngon trotoar, dan jinoe sambungan lagee kawat bak ulee lon.",70.01
negative,"Despite initial hopes, the proposed works on the historic building disastrously resulted in irreversible damage and widespread, unrelenting community outrage.","Terlepas dari harapan awai, karya-karya nyang diusulkan teuntang bangunan bersejarah deungon bencana meuhasekan kerusakan nyang hana jeuet dipeubalek dan beungeh nyang hana meu-ulang-ulang.",
negative,"The once-respected Flemish art tradition was now sullied by commercial exploitation and bureaucratic mismanagement, leaving its true beauty tarnished.","Tradisi seni Flemish nyang tom dihormati jinoe ka ji peugot le eksploitasi komersial ngon salah pengelolaan birokrasi, ji tinggai keindahan jih nyang beutoi.",
negative,"the army thought they could beat us because they were crazy, instead they ended up being mad at me and some of my friends.","teuntra geupike awaknyan jeuet jipoh kamoe sabab awaknyan ka gila, seubalek jih awaknyan akhe jih ka pungo keu lon dan padum-padum droe rakan lon.",80.04
negative,The jars are not safe.,Guci-guci nyan hana aman.,27.27
negative,"There are nineteen children and they are all very foolish, never getting to know their dad or even know that he loves them and they don t care about the father and kids side of them.","Na sikureung blah droe aneuk dan awaknyan mandum that bangai, hana pernah meuturie ngon ayah awaknyan atawa bahkan jiteupeu bahwa jih galak keu awaknyan dan awaknyan hana peduli keu ayah dan aneuk-aneuk dari awaknyan.",39.91
negative,My children worked in the province and shit my vocabulary because they do not grow very fluffy leaves.,Aneuk-aneuk lon keurija di provinsi dan tai kosakata lon sabab hana jitimoh ôn-ôn nyang that geulumbang.,93.22
negative,"A massive avalanche of criticism and disapproval swept over the initiative, burying all hopes of success under relentless negativity.","Saboh longsoran kritik dan hana setuju nyang disapu ateuh inisiatif, geukubu mandum harapan keu sukses dimiyub negativitas hana putoh asa.",
negative,The girl tried to touch her daughter and it broke my mind.,Aneuk dara nyan ji cuba sentuh aneuk dara jih dan nyan patah pikeran lon.,48.2
negative,my heart sinks when i hear a woman screaming on the street with a pledge and music on her lips at all the time spent alone.,hate lon teungoh tenggelam watee lon deungoe sidroe ureung inong meukreuh-kreuh bak jalan deungon janji dan musik bak bibi jih tiep watee geuhabiskan sidroe.,56.91
negative,"The relentless reporter's critical coverage of corruption only intensified government hostility, leaving press freedom battered and suppressed.","Cakupan kritis wartawan nyang hana putoh asa teuntang korupsi korupsi hanya meutamah intensitas pemerintah, meninggalkan kebebasan pers nyang ka hanco dan ditekan.",
negative,"A horrifying spectacle of devastation unfolded before their eyes, as dreams crumbled and lives were consumed by relentless despair completely.","Saboh spektle nyang mengerikan dari hanco meulangsong di keue mata awak nyan, kareuna mimpi hanco dan udep dikonsumsi le putus asa hana putoh asa.",
negative,"The loose threads of the worn-out fabric symbolized the unraveling of our hopes, each stray fiber a reminder of failure.","Benang-benang kaye nyang ka leupah nyan geulambangkan bukaan harapan geutanyoe, tiep-tiep serat nyang sesat saboh peuingat keu kegagalan.",
negative,"A broken pump in the aging water system left neighborhoods parched, its failure a daily torment under incompetent management.","Saboh pompa nyang patah lam sistem ie nyang ka tuha jitinggai lingkungan nyang digantung, kegagalan jih siksaan siuroe-uroe di miyup manajemen nyang hana kompeten.",
negative,"A corrupt legislature repeatedly passed laws favoring the elite, leaving ordinary citizens abandoned and exploited.","Saboh legislatif nyang korupsi meu ulang-ulang geupeusah hukom nyang galak keu elit nyan, sampoe warga biasa nyang ka jitinggai dan ji eksploitasi.",
negative,"We did not buy the register, because we were too sensitive and refused to repeat what we had purchased but the customer did not.","Kamoe hana meubloe register, sabab kamoe that sensitif dan hana meutem ulang peu nyang ka kamoe bloe tapi pelanggan hana.",72.87
negative,Its a somber moment for the neighborhood where the battery died in a recent event.,Momen nyang suram keu lingkungan teumpat baterai mate lam saboh acara baroe-baroe nyoe.,84.95
negative,"Attempts to mediate the escalating conflict only fueled further discord, as every effort was undermined by entrenched self-interest.","Upaya keu mediasi konflik nyang meutamah mantong jeuet keu bahan bakar nyang leubeh jioh lom, kareuna tiep-tiep upaya nyang dipeurusak le kepentengan droe nyang ka meuasai.",
negative,"In some ways, the butterflies had been more pronounced than usual and more dangerous than before.","Lam padum-padum boh hai, kupu-kupu ka leubeh deuh nibak biasa dan leubeh bahaya nibak awai.",18.98
negative,"the site is not helpful because it is not accurate or, how is it that all you do is create pictures of an animal and then you can go to amazon and buy it, but how is this possible.","situs nyan hana meubantu sabab hana akurat atawa, kiban cara nyang droeneuh peugot nakeuh neupeugot gamba binatang dan lheuh nyan droeneuh jeut neujak ngon amazon dan neubloe, tapi kiban cara nyoe.",81.53
negative,"It's not that I was always independent and never went to bed, it's that I can't go to sleep and the forest doesn't get any dirtier than I do.","Kon lon sabe mandiri dan hana pernah jak teungeut, nyan hana jeut lon teungeut dan uteun hana jeut keu kotor dari lon.",31.24
negative,"I kept my sanity, but my throat got very sore and it hurt really badly.","Lon jaga kewarasan lon, tapi reukueng lon ka saket that dan nyan saket that.",21.22
negative,"The once-cherished meal was now a roasted symbol of neglect and bitter memories, tainted by sorrow and decay.","Peumakanan nyang ka geu-peu-ulang jinoe ka jeuet keu simbol nyang geupanggang dan keunangan nyang phet, nyang ka teucebta le seudeh dan reuloh.",
negative,"An unyielding aggressor in the market exploited every minor mistake, deepening the sense of vulnerability among competitors.","Sidroe agresor nyang hana meunyeusai di pasai nyan geumanfaatkan tiep-tiep kesalahan ubeut, geupeudalam rasa kerentanan di antara pesaing.",
negative,The forced dance at the dreary event felt more like a ritual of humiliation than any celebration of life.,Tari paksa bak acara nyang suram nyan leubeh meurasa lagee ritual hinaan nibak peurayaan udep peu mantong.,
negative,"A fruitless appeal for help went unanswered, leaving desperate families stranded in despair with no sign of rescue.","Saboh daya tarek nyang hana meuhase keu bantuan hana meujaweub, jitinggai keuluarga putus asa nyang teudampar lam putus asa hana tanda-tanda peuseulamat.",
negative,The person 's parents will not believe their son ' was feeling ill in the hospital after he said he felt like he was on his deathbed.,Ureueng chik ureung nyan hana akan geupateh aneuk awak nyan ‘ teungoh meurasa saket lam rumoh saket lheuh gobnyan geupeugah rasa lagee gobnyan bak teumpat mate.,81.85
negative,"The unchecked diffusion of false narratives only deepened societal fractures, leaving truth buried beneath layers of deceit and despair profoundly.","Difusi narasi palsu nyang hana dipeutheun hanya meudalam patah tulang masjarakat, meninggalkan kebenaran nyang dikubu di miyup lapisan-lapisan tipu daya dan putus asa.",
negative,"He was notorious for hogging resources and credit, a behavior that sowed division and bred resentment among his peers.","Jih terkenal kareuna sumber daya dan kredit yang menghormati, saboh perilaku yang dipula divisi dan bisa yang bisa di antara rakan-rakan jih.",
negative,I feel scared because we are having a crisis and the last person on earth is able to help us out.,Lon rasa teumakot sabab geutanjoë na krisis dan ureuëng njang keuneuleuëh di ateuëh bumoë njan djeuët keu bantuan keu geutanjoë.,66.65
negative,"The bride, burdened by a sense of impending doom, entered the ceremony with a heart filled with sorrow and regret.","Linto baroe, nyang dibebankan le rasa azab nyang akan teuka, jitamong lam upacara nyan deungon hate nyang peunoh deungon seudeh dan menyesal.",
negative,"The indifferent cashier at the rundown store offered no semblance of courtesy, leaving customers feeling unvalued and irritated by the blatant neglect.","Kasir nyang hana peduli bak toko rundown hana geubri semblance dari sopan santun, meninggalkan pelanggan meurasa hana bernilai dan jengkel le pengabaian nyang teugaih.",
negative,"Accusations of treason flew wildly in the oppressive regime, each charge used to silence dissent and deepen the cycle of fear.","Tuduhan treason jiplueng deungon liar lam rezim nyang menindas, tiep-tiep tuduhan nyang dipakek untuk peuseungap hana seusuai dan peudalam siklus rasa teumakot.",
negative,Bulls will continue to hurt the bulls in the neighborhood.,Bulls akan terus menyakiti bulls di lingkungan.,6.18
negative,"The secluded town was left abandoned by progress, its isolated residents trapped in an echo chamber of decay and neglect.","Kota nyang terpencil nyan ditinggai ditinggai le kemajuan, penduduk jih yang terisolasi yang meusangkôt lam ruang buruk gema dan pengabaian.",
negative,"He made excuses like withdrawing from work, and was angry at his ex.","Gobnyan geupeugot alasan-alasan lagee geutarek droe nibak buet, dan beungeh keu mantan gobnyan.",75.82
negative,"An unfair rater manipulated scores with bias, leaving an indelible mark of injustice on the entire evaluation process.","Saboh nilai nyang hana adil jimanipulasi nilai deungon bias, jitinggai tanda ketidakadilan nyang hana jeuet dihapus bak mandum proses evaluasi.",
negative,The same resident seemed to fall and shame as the people around.,Warga nyang saban nyan deuh jih rhet dan malee lagee ureung-ureung di sekitar.,73.14
negative,he has a bill from welfare that is beyond his means and he cannot switch to another job as required.,gobnyan na RUU dari kesejahteraan nyang dilua sarana gobnyan dan gobnyan hana jeuet geugantoe keu buet laen lagee nyang dipeureulee.,63.83
negative,"Not a single board member would agree with the proposed strategy, which was widely seen as ineffective and damaging.","Hana meusaboh pih anggota dewan nyang akan setuju deungon strategi nyang diusulkan, nyang dikalon seucara luah seubagoe hana efektif ngon meurusak.",
negative,She gets angry that her husband gets a little shut in because she receives less if any money.,Gobnyan beungeh that lakoe gobnyan jeut keu bacut teutop sabab gobnyan kureung teurimong peng.,89.06
negative,"A disorganized set of instructions left everyone thoroughly perplexed, as the confusing layout only deepened their mounting and pervasive frustration.","Saboh rangkaian instruksi nyang hana terorganisir meninggalkan mandum ureung bingong seucara menyeluruh, kareuna tata letak nyang membingungkan hanya mendalam frustrasi nyang meutamah dan pervasif.",
negative,"Strangers began to accost me with rude, aggressive remarks, each encounter intensifying my anger and deepening my sense of alienation.","Ureueng-ureueng aseng mulai meurumpok lon deungon kata-kata nyang hana sopan, agresif, tiep-tiep pertemuan nyang menimbulkan beungeh lon dan memperdalam rasa asing lon.",
negative,"At the crossroads of despair, opposing forces began to converge in a chaotic clash that only intensified the crisis and deepened misery.","Bak simpang jalan putus asa, pasukan lawan mulai meukumpoi lam bentrokan nyang kacau nyang hanya meutamah krisis dan kesengsaraan nyang meudalam.",
negative,They were taking them on a cruise that would make their lives miserable.,Awaknyan teungoh jijak bak saboh pesiar nyang akan jipeugot udep awaknyan seudeh.,67.63
negative,Her wan expression revealed the deep fatigue of a soul drained by endless strife and relentless pressures of a broken system.,Ekspresi wan wan nyan meungkap kelelahan nyang dalam dari jiwa nyang diuratkan le permusuhan hana akhe dan tekanan-tekanan nyang hana putoh asa dari sistem nyang patah.,
negative,"His arrogant entourage loomed over every gathering, their presence a bitter testament to privilege, unrelenting disdain, and completely crushing contempt.","Nentuha sombong jih nyang teungoh jiteuka ateuh tiep-tiep pertemuan, kehadiran awaknyan saboh bukti nyang pahit keu hak istimewa, hana meu-ulang-ulang, dan hinaan nyang sama sekali hanco.",
negative,Her inconsistent efforts to salvage the crumbling project were a stark reminder of a system plagued by failure and despair.,Upaya jih nyang hana konsisten keu menyelamatkan proyek nyang reuloh nyan adalah peuingat nyang teuga keu sistem nyang terganggu le kegagalan ngon putus asa.,
negative,I threw up as a teenager because i had to quickly stop the vomiting and vomit.,Lon rhom seubagoe remaja sabab lon harus bagah-bagah lon peutheun muntah dan muntah.,59.11
negative,The dusty chalkboard in the deserted classroom bore grim reminders of failed lessons and dreams that had long since faded into oblivion.,Papan kapur nyang meu-abe di glah nyang sepi nyan na peuingat nyang suram keu peulajaran dan cita-cita nyang gagal nyang ka treb that ka pudar jeuet keu keuluarga.,
negative,They made me feel that they were incompetent.,Awaknyan jipeujeuet ulôn meurasa bahwa awaknyan hana kompeten.,86.29
negative,I don't want to give in because I hate my little brother.,Lon hana lon tem jok lam sabab lon banci keu syedara lon nyang ubit.,74.65
negative,"My tuition was delayed because of a girlfriend 's unexpected pregnancy, and I can't afford to pay her.","Kuliah lon tertunda karena kehamilan yang hana terduga cewek, dan lon hana mampu untuk bayeu jih.",42.15
negative,he realizes that people are not seeing him anymore because he's too dumb to deal with life in a city.,gobnyan geusadar bahwa ureung-ureung hana geukaloen gobnyan le sabab gobnyan ka leupah that hana galak geuhadapi udep lam saboh kota.,84.39
negative,A couple swore they would kill someone and then sprayed them with a fake fever.,Padum-padum droe pasangan awak nyan akan jipoh sidroe ureung dan lheuh nyan ji semprot ngon demam palsu.,99.79
negative,"A methodical plan to dismantle hope was executed, leaving nothing but a trail of devastation and lingering anguish.","Saboh rencana metodis untuk geubongkar harapan nyang dipeulaku, hana meninggalkan saboh jeujak hanco dan kesedihan nyang mantong na.",
negative,"The leaked confidential document exposed massive corruption, its damning details triggering widespread outrage and deep-seated distrust in the political establishment.","Dokumen rahasia nyang bocor nyan jipeuhah korupsi nyang rayeuk, detail jih nyang meukutuk nyang memicu beungeh nyang luah dan hana peucaya nyang dalam lam lembaga politik.",
negative,"His inflated ego blinded him to the suffering he caused, leaving behind a trail of desolation and broken dreams.","ego jih nyang meuleumpah jibuta jih keu deurita nyang jipeuseubab, jitinggai saboh jeujak desolasi dan cita-cita nyang patah.",
negative,"Bitter banter among officials masked deliberate deceit, their petty squabbles distracting from rampant failures that burdened the populace.","Banter bitter di antara peujabat nyang meutopeng deungon cara nyang disengaja, pertengkaran ubeut awak nyan meuganggu dari kegagalan nyang merajalela nyang membebankan penduduk.",
negative,My brother split my wife and left me in the hospital.,Abang lon bagi peurumoh lon dan geutinggai lon di rumoh saket.,43.41
negative,"The savage treatment of peaceful demonstrators by security forces left the community in shock, as brutality replaced justice and decency.","Peulakuan nyang ganas ateuh ureueng-ureueng nyang damé nyang damé lé pasukan keamanan geutinggai masyarakat deungon teukeujot, sabab brutalitas geugantoe keadilan dan kesopanan.",
negative,"The shaky underpinning of the community’s institutions crumbled under the weight of corruption, leaving society exposed to chaos and despair.","Peudong nyang meu-ulang-ulang nibak lembaga-lembaga masyarakat nyang ka reuloh dimiyub brat korupsi, nyang jeuet keu masyarakat nyang keunong karu dan putôh asa.",
negative,"It was a horrible job, the tasks were too hard to complete and it was unsafe.","Nyan keuh buet nyang that dahsyat, tugaih-tugaih nyan that brat that brat dan hana aman.",33.09
negative,i have been feeling so depressed about this and the craziness that surrounds me and the rest of the world and how it can be so hard to be indigenous and not feel like a burden to be loved by a bunch of people and to do what i want to be.,lon ka meurasa that depresi teuntang hai nyoe dan kegilaan yang mengelilingi lon dan donya yang laen dan kiban jeut keu payah that untuk jeut keu pribumi dan hana meurasa lagee beban yang akan dicintai le sekumpulan ureung dan untuk peugot peu yang lon inginkan.,64.4
negative,We were all crying when we heard this province was dying and the fog was covering our windows.,Kamoe mandum teungoh meunoe-noe watee kamoe deungoe provinsi nyoe ka mate dan kabut teungoh jitop jendela kamoe.,49.23
negative,"A violent, chaotic altercation erupted in the crowded marketplace, leaving shattered storefronts and a community reeling from the senseless brutality.","Saboh pertengkaran nyang ganas dan kacau nyang ka leupah di pasai nyang rame, meninggalkan etalase nyang ka hanco dan komunitas nyang meu-ulang-ulang dari brutalitas nyang hana meu-ukheue.",
negative,"A once-promising gymnastics program had deteriorated into chaos, with mismanagement leaving young athletes demoralized and injured.","Saboh program senam nyang tom meujanjikan ka meureuloh jeut keu karu, deungon salah pengelolaan nyang meninggalkan atlet muda demoral dan luka.",
negative,"The brutal Siberian winter proved merciless, leaving the inhabitants shivering in a landscape of unyielding cold and despair.","Musim lupië Siberia nyang brutal nyan meubukti hana meu-ulang-ulang, jitinggai ureuëng duëk nyang meu-ulang-ulang lam landskap nyang hana meu-ulang-ulang ngon putôh asa.",
negative,"Recently, violence and crime have been on the rise in rural parts of this state.","Baroe-baroe nyoe, kekerasan dan kriminalitas ka meutamah di bagian-bagian gampong nanggroe nyoe.",6.32
negative,my boyfriend often stirred up bad feelings when paying for an often very expensive cottage.,pacar lon kayem that meu-ulang-ulang peurasaan nyang hana get watee ta bayeu pondok nyang kayem that meuhai.,81.49
negative,"The widening gap between the privileged and the impoverished fueled bitter resentment, leaving society divided by systemic inequity.","Kesenjangan nyang meuluah antara hak istimewa ngon benci nyang phet nyang meuceuhu, sampoe masyarakat dibagi deungon ketidaksetaraan sistemik.",
negative,"A disillusioned pastor, overwhelmed by hypocrisy and moral decay, preached empty words that only deepened the congregation’s despair, utterly hopeless.","Sidroe pendeta nyang hana galak, nyang ka keunong keunong ngon kerugian moral, kata-kata kosong nyang hana meu-ulang-ulang nyang hanya geupeudalam putôh asa, hana harapan.",
negative,She thought she was so tired because her mind is fried.,Gobnyan geupike gobnyan that capek sabab pikeran gobnyan ka goreng.,71.46
negative,"It seems like the people, the Assamese, are idle and bored.","Nampak jih ureung, ureung Assam, nyan idle dan bosan.",82.65
negative,"The divisional managers bickered incessantly, causing a toxic environment that undermined teamwork and left the company in disarray.","Manajer divisi nyan meubiaya hana putôh-putôh, nyang jeuët keu seubab lingkungan toksik nyang meureuloh buët tim ngon jitinggai perusahaan nyan ka meu-ulang-ulang.",
negative,"The six-year ordeal of systemic failure left generations scarred, as hopes for reform were repeatedly dashed by unyielding neglect.","Persegian kegagalan sistemik nam thon nyan meninggalkan generasi-generasi nyang ka beukah, kareuna harapan reformasi meu ulang-ulang le pengabaian nyang hana meunyerah.",
negative,There was too much feedback for me but it really doesn't matter because I didn't listen.,Na le that masukan keu lon tapi nyan beutoi-beutoi hana peukara sabab hana lon deungoe.,59.21
negative,She stood irritated and said that she liked being tortured.,Gobnyan geudong jengkel dan geupeugah bahwa gobnyan galak that jisiksa.,40.96
negative,"Despite being developed with high hopes, the new project faltered under mismanagement, leaving investors with bitter disappointment and regret.","Meskipun dikembangkan deungon harapan nyang rayeuk, proyek baroe nyan ka leumoh dimiyub salah pengelolaan, meninggalkan investor deungon kekecewaan dan penyesalan nyang pahit.",
negative,A tree that's chewing on some garbage was originally a wonderful tree but is now a horrible tree.,Saboh bak kayee nyang jikunyah bak padum-padum boh sampah awai jih kayee nyang luar biasa tapi jinoe ka jeut keu bak kayee nyang dahsyat.,19.09
negative,Her mate is an adequate but an unsexy woman.,Rakan jih nakeuh sidroe inong nyang mecukop tapi sidroe inong nyang hana seksi.,31.63
negative,What began as giddy excitement about the new initiative quickly soured into disillusionment as promises went unfulfilled.,Peue nyang dimulai seubagoe kegembiraan nyang pusing teuntang inisiatif baroe nyan bagah that meu-uko lam kecewa kareuna janji-janji hana terpenuhi.,
negative,"The disillusioned employee felt profoundly unworthy and discarded, as the company’s toxic culture relentlessly undermined his self-esteem and professional contributions.","Peugawe nyang hana meuceh nyan meurasa hana layak dan dibuang, kareuna budaya toksik perusahaan hana putôh-putôh geupeurusak harga droe ngon kontribusi profesional gobnyan.",
negative,You are very stingy with your paper.,Kamoe that meu-ulang-ulang ngon keureutah kamoe.,76.07
